Year,total_docs,hits,documents,prop_doct
2012,2,0,0,0.0
2013,7,0,0,0.0
2014,1,0,0,0.0
2015,1,0,0,0.0
2016,1,0,0,0.0
2017,3,2,1,0.33
2018,1,0,0,0.0
2019,3,0,0,0.0
2020,2,0,0,0.0
2021,7,5,2,0.29
2022,4,1,1,0.25
