,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.11
2,2013,0.35
3,2014,0.08
4,2015,0.12
5,2016,0.1
6,2017,0.3
7,2018,0.2
8,2019,0.43
9,2020,0.4
10,2021,0.64
11,2022,0.5
