,Year,intersection
0,2011,0.0
1,2012,2.0
2,2013,4.0
3,2014,1.0
4,2015,6.0
5,2016,6.0
6,2017,8.0
7,2018,7.0
8,2019,17.0
9,2020,41.0
10,2021,125.0
11,2022,33.0
