Year,total_docs,hits,documents,prop_doct
2012,2,0,0,0.0
2013,2,0,0,0.0
2014,1,0,0,0.0
2015,2,0,0,0.0
2016,2,0,0,0.0
2017,2,0,0,0.0
2018,2,0,0,0.0
2019,3,2,1,0.33
2020,6,1,1,0.17
2021,12,5,4,0.33
2022,6,0,0,0.0
