country,year,climate_count,health_count,intersection_count,country_alt
GTM,1977,0,1,0,GTM
GTM,1978,0,1,0,GTM
GTM,1979,0,4,0,GTM
GTM,1980,0,2,0,GTM
GTM,1981,1,2,0,GTM
GTM,1982,0,2,0,GTM
GTM,1983,0,3,0,GTM
GTM,1984,0,1,0,GTM
GTM,1985,0,2,0,GTM
GTM,1987,0,2,0,GTM
GTM,1988,0,1,0,GTM
GTM,1989,1,1,0,GTM
GTM,1991,0,1,0,GTM
GTM,1992,0,2,0,GTM
GTM,1993,0,1,0,GTM
GTM,1994,0,1,0,GTM
GTM,1996,0,2,0,GTM
GTM,1997,0,1,0,GTM
GTM,1999,0,1,0,GTM
GTM,2000,0,1,0,GTM
GTM,2003,0,3,0,GTM
GTM,2004,0,2,0,GTM
GTM,2007,2,2,0,GTM
GTM,2008,1,7,0,GTM
GTM,2009,1,4,0,GTM
GTM,2010,3,0,0,GTM
GTM,2011,2,0,0,GTM
GTM,2012,0,3,0,GTM
GTM,2013,0,9,0,GTM
GTM,2014,5,3,0,GTM
GTM,2015,2,0,0,GTM
GTM,2016,2,7,0,GTM
GTM,2017,3,3,3,GTM
GTM,2018,1,3,0,GTM
GUY,1972,0,2,0,GUY
GUY,1974,0,4,0,GUY
GUY,1976,0,1,0,GUY
GUY,1978,0,3,0,GUY
GUY,1981,0,2,0,GUY
GUY,1986,0,1,0,GUY
GUY,1987,0,1,0,GUY
GUY,1989,0,2,0,GUY
GUY,1990,0,1,0,GUY
GUY,1993,0,3,0,GUY
GUY,1994,0,2,0,GUY
GUY,1995,1,1,0,GUY
GUY,1996,0,2,0,GUY
GUY,1997,1,1,0,GUY
GUY,1998,1,0,0,GUY
GUY,1999,0,6,0,GUY
GUY,2000,0,1,0,GUY
GUY,2002,0,1,0,GUY
GUY,2003,0,1,0,GUY
GUY,2004,0,1,0,GUY
GUY,2005,0,2,0,GUY
GUY,2006,0,1,0,GUY
GUY,2007,9,0,0,GUY
GUY,2008,10,4,2,GUY
GUY,2009,13,0,0,GUY
GUY,2010,14,2,2,GUY
GUY,2011,7,0,0,GUY
GUY,2012,3,1,0,GUY
GUY,2013,6,2,0,GUY
GUY,2014,1,8,0,GUY
GUY,2016,11,1,0,GUY
GUY,2017,5,0,0,GUY
GUY,2018,1,0,0,GUY
HND,1966,0,1,0,HND
HND,1968,0,1,0,HND
HND,1977,0,2,0,HND
HND,1978,0,1,0,HND
HND,1979,0,5,0,HND
HND,1982,0,2,0,HND
HND,1985,0,2,0,HND
HND,1986,0,1,0,HND
HND,1991,0,1,0,HND
HND,1994,1,1,0,HND
HND,1995,0,3,0,HND
HND,1996,0,1,0,HND
HND,1998,0,2,0,HND
HND,2000,2,1,0,HND
HND,2001,1,5,0,HND
HND,2002,0,1,0,HND
HND,2003,0,1,0,HND
HND,2004,0,1,0,HND
HND,2007,0,1,0,HND
HND,2010,2,2,0,HND
HND,2011,1,0,0,HND
HND,2012,1,1,0,HND
HND,2013,0,10,0,HND
HND,2014,0,4,0,HND
HND,2016,7,1,0,HND
HND,2017,2,2,0,HND
HND,2018,2,0,0,HND
HRV,2000,0,1,0,HRV
HRV,2004,1,0,0,HRV
HRV,2007,3,0,0,HRV
HRV,2008,1,4,1,HRV
HRV,2009,0,1,0,HRV
HRV,2010,1,0,0,HRV
HRV,2011,4,0,0,HRV
HRV,2012,0,4,0,HRV
HRV,2013,0,2,0,HRV
HRV,2014,3,3,0,HRV
HRV,2015,5,0,0,HRV
HRV,2016,2,0,0,HRV
HRV,2017,2,0,0,HRV
HRV,2018,5,1,1,HRV
HTI,1965,0,3,0,HTI
HTI,1966,0,3,0,HTI
HTI,1968,0,3,0,HTI
HTI,1970,0,2,0,HTI
HTI,1972,0,1,0,HTI
HTI,1973,0,1,0,HTI
HTI,1977,0,1,0,HTI
HTI,1979,0,3,0,HTI
HTI,1980,0,3,0,HTI
HTI,1981,0,1,0,HTI
HTI,1982,0,1,0,HTI
HTI,1984,0,2,0,HTI
HTI,1985,0,1,0,HTI
HTI,1987,0,1,0,HTI
HTI,1991,0,2,0,HTI
HTI,1992,0,1,0,HTI
HTI,1993,0,2,0,HTI
HTI,1994,0,4,0,HTI
HTI,1995,0,2,0,HTI
HTI,1996,0,2,0,HTI
HTI,1998,0,4,0,HTI
HTI,2001,0,3,0,HTI
HTI,2002,0,2,0,HTI
HTI,2003,0,2,0,HTI
HTI,2007,0,2,0,HTI
HTI,2008,1,0,0,HTI
HTI,2009,1,1,0,HTI
HTI,2010,1,2,0,HTI
HTI,2011,1,0,0,HTI
HTI,2012,1,1,0,HTI
HTI,2013,0,11,0,HTI
HTI,2014,0,11,0,HTI
HTI,2015,2,3,0,HTI
HTI,2016,1,6,1,HTI
HTI,2017,7,3,0,HTI
HTI,2018,5,1,0,HTI
HUN,1999,0,1,0,HUN
HUN,2002,0,2,0,HUN
HUN,2007,3,0,0,HUN
HUN,2008,2,1,1,HUN
HUN,2009,3,0,0,HUN
HUN,2010,3,0,0,HUN
HUN,2011,0,1,0,HUN
HUN,2012,0,1,0,HUN
HUN,2013,1,1,0,HUN
HUN,2014,6,0,0,HUN
HUN,2015,5,0,0,HUN
IDN,1967,0,2,0,IDN
IDN,1968,0,1,0,IDN
IDN,1970,0,2,0,IDN
IDN,1971,0,1,0,IDN
IDN,1984,0,4,0,IDN
IDN,1985,0,1,0,IDN
IDN,1987,0,3,0,IDN
IDN,1988,1,1,0,IDN
IDN,1989,0,1,0,IDN
IDN,1990,0,1,0,IDN
IDN,1992,0,2,0,IDN
IDN,1995,0,2,0,IDN
IDN,1997,0,1,0,IDN
IDN,1999,0,1,0,IDN
IDN,2000,0,1,0,IDN
IDN,2005,0,1,0,IDN
IDN,2006,0,2,0,IDN
IDN,2007,13,0,0,IDN
IDN,2008,7,0,0,IDN
IDN,2009,5,1,0,IDN
IDN,2010,4,0,0,IDN
IDN,2011,5,0,0,IDN
IDN,2012,1,0,0,IDN
IDN,2013,1,0,0,IDN
IDN,2014,3,1,0,IDN
IDN,2015,4,1,0,IDN
IDN,2016,4,0,0,IDN
IDN,2017,2,0,0,IDN
IDN,2018,2,0,0,IDN
IND,1965,0,1,0,IND
IND,1972,0,1,0,IND
IND,1974,0,1,0,IND
IND,1977,0,1,0,IND
IND,1979,0,1,0,IND
IND,1981,0,2,0,IND
IND,1984,0,1,0,IND
IND,1988,0,3,0,IND
IND,1993,0,3,0,IND
IND,1994,0,1,0,IND
IND,1995,0,2,0,IND
IND,1996,0,2,0,IND
IND,1997,1,0,0,IND
IND,1999,0,1,0,IND
IND,2001,1,2,0,IND
IND,2002,1,0,0,IND
IND,2003,2,4,0,IND
IND,2004,0,1,0,IND
IND,2005,0,1,0,IND
IND,2006,0,1,0,IND
IND,2007,8,3,0,IND
IND,2008,5,1,0,IND
IND,2009,9,1,0,IND
IND,2010,3,0,0,IND
IND,2011,0,1,0,IND
IND,2012,1,2,0,IND
IND,2013,2,2,0,IND
IND,2014,3,2,2,IND
IND,2015,1,3,0,IND
IND,2016,4,1,0,IND
IND,2017,3,1,0,IND
IND,2018,4,3,0,IND
IRL,1969,0,1,0,IRL
IRL,1971,0,1,0,IRL
IRL,1976,0,1,0,IRL
IRL,1980,0,1,0,IRL
IRL,1981,0,2,0,IRL
IRL,1982,0,2,0,IRL
IRL,1983,0,2,0,IRL
IRL,1984,0,4,0,EU
IRL,1985,0,3,0,IRL
IRL,1986,0,3,0,IRL
IRL,1987,0,1,0,IRL
IRL,1989,0,2,0,IRL
IRL,1991,1,1,0,IRL
IRL,1992,0,1,0,IRL
IRL,1993,1,1,0,IRL
IRL,1995,0,1,0,IRL
IRL,1996,0,2,0,EU
IRL,1997,0,2,0,IRL
IRL,1999,1,1,0,IRL
IRL,2000,0,2,0,IRL
IRL,2001,1,1,0,IRL
IRL,2002,0,3,0,IRL
IRL,2003,0,1,0,IRL
IRL,2006,1,1,0,IRL
IRL,2007,2,1,0,IRL
IRL,2008,2,0,0,IRL
IRL,2009,3,1,0,IRL
IRL,2010,1,3,0,IRL
IRL,2011,2,1,0,IRL
IRL,2012,2,2,1,IRL
IRL,2013,3,7,2,IRL
IRL,2014,1,6,2,IRL
IRL,2015,0,2,0,IRL
IRL,2016,1,1,0,IRL
IRL,2017,4,0,0,IRL
IRL,2018,4,2,0,IRL
IRN,1965,0,2,0,IRN
IRN,1966,0,2,0,IRN
IRN,1967,0,1,0,IRN
IRN,1968,0,2,0,IRN
IRN,1969,0,3,0,IRN
IRN,1977,0,2,0,IRN
IRN,1979,0,1,0,IRN
IRN,1982,0,1,0,IRN
IRN,1983,0,1,0,IRN
IRN,1989,0,1,0,IRN
IRN,1994,0,1,0,IRN
IRN,1998,0,2,0,IRN
IRN,2000,0,1,0,IRN
IRN,2001,0,1,0,IRN
IRN,2007,0,2,0,IRN
IRN,2010,1,0,0,IRN
IRN,2013,0,1,0,IRN
IRN,2014,0,1,0,IRN
IRN,2018,0,1,0,IRN
IRQ,1968,0,1,0,IRQ
IRQ,1969,0,1,0,IRQ
IRQ,1977,0,1,0,IRQ
IRQ,1978,0,1,0,IRQ
IRQ,1981,0,1,0,IRQ
IRQ,1990,0,1,0,IRQ
IRQ,1991,0,3,0,IRQ
IRQ,1992,0,1,0,IRQ
IRQ,1993,0,5,0,IRQ
IRQ,1994,0,4,0,IRQ
IRQ,1995,0,1,0,IRQ
IRQ,1996,0,3,0,IRQ
IRQ,1997,0,2,0,IRQ
IRQ,1998,0,1,0,IRQ
IRQ,1999,0,6,0,IRQ
IRQ,2003,0,1,0,IRQ
IRQ,2004,0,1,0,IRQ
IRQ,2005,0,1,0,IRQ
IRQ,2007,0,1,0,IRQ
IRQ,2011,0,1,0,IRQ
IRQ,2012,0,1,0,IRQ
IRQ,2013,2,2,0,IRQ
IRQ,2014,0,1,0,IRQ
IRQ,2015,0,3,0,IRQ
IRQ,2016,0,1,0,IRQ
IRQ,2017,0,1,0,IRQ
ISL,1968,0,1,0,ISL
ISL,1969,0,2,0,ISL
ISL,1975,0,1,0,ISL
ISL,1978,0,1,0,ISL
ISL,1982,0,1,0,ISL
ISL,1986,0,2,0,ISL
ISL,1988,1,1,0,ISL
ISL,1989,2,1,0,ISL
ISL,1990,1,3,0,ISL
ISL,1992,0,2,0,ISL
ISL,1994,0,2,0,ISL
ISL,1995,2,0,0,ISL
ISL,1996,0,2,0,ISL
ISL,1997,0,1,0,ISL
ISL,1998,7,1,0,ISL
ISL,2000,0,3,0,ISL
ISL,2001,2,1,0,ISL
ISL,2002,1,1,0,ISL
ISL,2006,3,3,2,ISL
ISL,2007,14,2,2,ISL
ISL,2008,4,0,0,ISL
ISL,2009,3,0,0,ISL
ISL,2010,3,0,0,ISL
ISL,2011,6,3,3,ISL
ISL,2012,2,1,0,ISL
ISL,2013,4,2,0,ISL
ISL,2014,8,2,0,ISL
ISL,2015,5,0,0,ISL
ISL,2016,3,1,0,ISL
ISL,2017,8,3,0,ISL
ISL,2018,7,0,0,ISL
ISR,1965,0,2,0,ISR
ISR,1966,0,3,0,ISR
ISR,1970,0,2,0,ISR
ISR,1974,0,2,0,ISR
ISR,1975,0,4,0,ISR
ISR,1980,0,1,0,ISR
ISR,1981,0,1,0,ISR
ISR,1984,0,4,0,ISR
ISR,1985,0,4,0,ISR
ISR,1986,0,1,0,ISR
ISR,1990,0,1,0,ISR
ISR,1991,0,2,0,ISR
ISR,1994,0,3,0,ISR
ISR,1996,0,1,0,ISR
ISR,1997,0,2,0,ISR
ISR,1998,0,1,0,ISR
ISR,1999,0,2,0,ISR
ISR,2000,0,2,0,ISR
ISR,2004,0,1,0,ISR
ISR,2005,0,1,0,ISR
ISR,2008,1,1,0,ISR
ISR,2014,0,2,0,ISR
ISR,2015,0,1,0,ISR
ISR,2016,1,2,1,ISR
ISR,2017,0,3,0,ISR
ISR,2018,0,1,0,ISR
ITA,1966,0,1,0,ITA
ITA,1968,0,1,0,ITA
ITA,1977,0,2,0,ITA
ITA,1978,0,1,0,ITA
ITA,1981,0,2,0,ITA
ITA,1982,0,1,0,ITA
ITA,1983,0,2,0,ITA
ITA,1985,0,1,0,ITA
ITA,1987,0,1,0,ITA
ITA,1988,0,1,0,ITA
ITA,1989,0,1,0,ITA
ITA,1992,0,5,0,ITA
ITA,1996,0,1,0,ITA
ITA,2000,0,1,0,ITA
ITA,2001,0,4,0,ITA
ITA,2002,0,2,0,ITA
ITA,2003,0,4,0,EU
ITA,2004,0,2,0,ITA
ITA,2007,5,0,0,ITA
ITA,2008,4,0,0,ITA
ITA,2009,4,0,0,ITA
ITA,2010,1,0,0,ITA
ITA,2011,0,2,0,ITA
ITA,2012,3,1,0,ITA
ITA,2013,0,2,0,ITA
ITA,2014,1,0,0,ITA
ITA,2015,1,0,0,ITA
ITA,2016,1,1,0,ITA
ITA,2017,3,0,0,ITA
ITA,2018,1,0,0,ITA
JAM,1968,0,3,0,JAM
JAM,1969,0,2,0,JAM
JAM,1971,0,2,0,JAM
JAM,1972,0,2,0,JAM
JAM,1973,0,2,0,JAM
JAM,1975,0,1,0,JAM
JAM,1977,0,1,0,JAM
JAM,1979,0,1,0,JAM
JAM,1980,1,1,0,JAM
JAM,1981,0,3,0,JAM
JAM,1982,0,2,0,JAM
JAM,1986,0,1,0,JAM
JAM,1989,0,3,0,JAM
JAM,1991,0,2,0,JAM
JAM,1992,0,1,0,JAM
JAM,1993,0,1,0,JAM
JAM,1994,0,2,0,JAM
JAM,1995,0,2,0,JAM
JAM,1996,0,1,0,JAM
JAM,1997,0,1,0,JAM
JAM,2000,0,1,0,JAM
JAM,2001,0,3,0,JAM
JAM,2002,1,3,0,JAM
JAM,2003,0,1,0,JAM
JAM,2004,2,1,0,JAM
JAM,2005,4,4,0,JAM
JAM,2006,0,1,0,JAM
JAM,2007,8,4,3,JAM
JAM,2008,3,0,0,JAM
JAM,2009,14,2,0,JAM
JAM,2010,7,0,0,JAM
JAM,2011,10,2,0,JAM
JAM,2012,1,0,0,JAM
JAM,2013,2,2,0,JAM
JAM,2014,7,6,0,JAM
JAM,2015,3,1,0,JAM
JAM,2016,5,3,1,JAM
JAM,2017,7,1,0,JAM
JAM,2018,5,2,0,JAM
JOR,1976,0,1,0,JOR
JOR,1980,0,1,0,JOR
JOR,1981,0,1,0,JOR
JOR,1985,0,1,0,JOR
JOR,1987,0,1,0,JOR
JOR,1992,0,2,0,JOR
JOR,1993,0,1,0,JOR
JOR,1994,0,1,0,JOR
JOR,1997,0,1,0,JOR
JOR,1999,0,2,0,JOR
JOR,2000,0,1,0,JOR
JOR,2002,0,2,0,JOR
JOR,2007,1,1,1,JOR
JOR,2008,1,1,0,JOR
JOR,2009,1,0,0,JOR
JOR,2013,0,1,0,JOR
JOR,2017,0,1,0,JOR
JPN,1966,0,2,0,JPN
JPN,1967,0,1,0,JPN
JPN,1978,1,0,0,JPN
JPN,1979,0,3,0,JPN
JPN,1980,0,1,0,JPN
JPN,1981,0,1,0,JPN
JPN,1982,0,1,0,JPN
JPN,1984,0,1,0,JPN
JPN,1985,0,1,0,JPN
JPN,1989,2,6,1,JPN
JPN,1990,1,0,0,JPN
JPN,1991,2,0,0,JPN
JPN,1995,1,3,1,JPN
JPN,1996,2,2,0,JPN
JPN,1997,3,0,0,JPN
JPN,1999,1,2,0,JPN
JPN,2000,2,5,0,JPN
JPN,2003,1,3,0,JPN
JPN,2004,1,0,0,JPN
JPN,2005,0,2,0,JPN
JPN,2006,0,4,0,JPN
JPN,2007,8,0,0,JPN
JPN,2008,2,1,0,JPN
JPN,2009,5,2,0,JPN
JPN,2010,4,9,0,JPN
JPN,2011,1,2,1,JPN
JPN,2012,2,0,0,JPN
JPN,2013,0,9,0,JPN
JPN,2014,0,4,0,JPN
JPN,2015,0,6,0,JPN
JPN,2016,1,0,0,JPN
JPN,2017,0,1,0,JPN
JPN,2018,0,1,0,JPN
KAZ,1992,0,1,0,KAZ
KAZ,1993,0,1,0,KAZ
KAZ,1997,0,3,0,KAZ
KAZ,2000,1,0,0,KAZ
KAZ,2002,0,1,0,KAZ
KAZ,2004,0,2,0,KAZ
KAZ,2005,0,1,0,KAZ
KAZ,2006,0,1,0,KAZ
KAZ,2007,1,0,0,KAZ
KAZ,2008,1,0,0,KAZ
KAZ,2013,2,0,0,KAZ
KAZ,2014,3,0,0,KAZ
KAZ,2016,3,0,0,KAZ
KAZ,2017,2,0,0,KAZ
KAZ,2018,1,1,0,KAZ
KEN,1970,0,2,0,KEN
KEN,1972,0,2,0,KEN
KEN,1973,0,1,0,KEN
KEN,1980,0,2,0,KEN
KEN,1982,2,0,0,KEN
KEN,1983,0,2,0,KEN
KEN,1984,0,2,0,KEN
KEN,1985,0,4,0,KEN
KEN,1986,0,2,0,KEN
KEN,1987,0,1,0,KEN
KEN,1988,0,2,0,KEN
KEN,1993,0,1,0,KEN
KEN,1994,1,1,0,KEN
KEN,1995,0,1,0,KEN
KEN,1996,0,1,0,KEN
KEN,1997,0,1,0,KEN
KEN,1999,0,3,0,KEN
KEN,2000,0,6,0,KEN
KEN,2001,0,2,0,KEN
KEN,2002,0,2,0,KEN
KEN,2003,0,4,0,KEN
KEN,2004,0,1,0,KEN
KEN,2005,0,1,0,KEN
KEN,2007,2,0,0,KEN
KEN,2008,2,0,0,KEN
KEN,2009,5,1,0,KEN
KEN,2010,4,4,2,KEN
KEN,2011,3,0,0,KEN
KEN,2012,2,2,0,KEN
KEN,2014,3,8,1,KEN
KEN,2015,6,0,0,KEN
KEN,2016,2,2,0,KEN
KEN,2017,4,3,2,KEN
KGZ,1994,0,2,0,KGZ
KGZ,1995,0,1,0,KGZ
KGZ,1997,0,1,0,KGZ
KGZ,2000,1,1,1,KGZ
KGZ,2005,1,1,0,KGZ
KGZ,2006,1,2,0,KGZ
KGZ,2008,1,0,0,KGZ
KGZ,2009,1,1,0,KGZ
KGZ,2010,2,0,0,KGZ
KGZ,2011,1,1,0,KGZ
KGZ,2012,2,0,0,KGZ
KGZ,2013,3,2,0,KGZ
KGZ,2014,7,0,0,KGZ
KGZ,2015,2,0,0,KGZ
KGZ,2016,6,1,1,KGZ
KGZ,2017,4,1,0,KGZ
KGZ,2018,3,1,0,KGZ
KHM,1973,0,2,0,KHM
KHM,1974,0,1,0,KHM
KHM,1975,0,1,0,KHM
KHM,1976,0,2,0,KHM
KHM,1977,0,8,0,KHM
KHM,1981,0,1,0,KHM
KHM,1985,0,8,0,KHM
KHM,1986,0,7,0,KHM
KHM,1987,0,2,0,KHM
KHM,1988,0,1,0,KHM
KHM,1991,1,0,0,KHM
KHM,1995,0,1,0,KHM
KHM,1996,0,2,0,KHM
KHM,2001,0,3,0,KHM
KHM,2002,6,2,1,KHM
KHM,2004,0,1,0,KHM
KHM,2005,0,4,0,KHM
KHM,2006,0,1,0,KHM
KHM,2007,9,1,1,KHM
KHM,2008,20,0,0,KHM
KHM,2009,21,0,0,KHM
KHM,2010,8,2,0,KHM
KHM,2011,16,2,0,KHM
KHM,2012,5,0,0,KHM
KHM,2013,2,2,0,KHM
KHM,2014,16,2,0,KHM
KHM,2015,7,0,0,KHM
KHM,2016,4,2,0,KHM
KHM,2017,8,0,0,KHM
KHM,2018,5,0,0,KHM
KIR,2003,5,0,0,KIR
KIR,2004,4,2,1,KIR
KIR,2005,4,0,0,KIR
KIR,2006,3,2,0,KIR
KIR,2007,5,1,0,KIR
KIR,2008,29,0,0,KIR
KIR,2009,17,0,0,KIR
KIR,2010,18,3,3,KIR
KIR,2011,13,1,0,KIR
KIR,2012,10,2,0,KIR
KIR,2013,13,1,0,KIR
KIR,2014,19,7,2,KIR
KIR,2015,25,3,1,KIR
KIR,2016,10,3,1,KIR
KIR,2017,4,3,0,KIR
KIR,2018,5,2,0,KIR
KNA,1987,0,2,0,KNA
KNA,1990,1,7,0,KNA
KNA,1991,0,3,0,KNA
KNA,1992,2,5,0,KNA
KNA,1993,0,2,0,KNA
KNA,1994,0,1,0,KNA
KNA,1995,0,1,0,KNA
KNA,1997,0,1,0,KNA
KNA,1998,0,1,0,KNA
KNA,1999,0,1,0,KNA
KNA,2000,0,2,0,KNA
KNA,2001,0,6,0,KNA
KNA,2002,0,4,0,KNA
KNA,2003,0,1,0,KNA
KNA,2004,0,10,0,KNA
KNA,2005,0,3,0,KNA
KNA,2006,1,0,0,KNA
KNA,2007,5,4,0,KNA
KNA,2008,5,4,2,KNA
KNA,2009,9,9,0,KNA
KNA,2010,2,5,0,KNA
KNA,2011,4,10,0,KNA
KNA,2012,5,4,1,KNA
KNA,2013,3,17,1,KNA
KNA,2014,8,4,0,KNA
KNA,2015,7,6,1,KNA
KNA,2016,1,4,0,KNA
KNA,2017,12,3,1,KNA
KNA,2018,9,7,5,KNA
KOR,1992,0,1,0,KOR
KOR,1993,1,0,0,KOR
KOR,1996,1,0,0,KOR
KOR,1997,1,0,0,KOR
KOR,1998,1,1,0,KOR
KOR,1999,0,4,0,KOR
KOR,2003,0,5,0,KOR
KOR,2004,0,4,0,KOR
KOR,2005,0,4,0,KOR
KOR,2007,2,0,0,KOR
KOR,2008,9,0,0,KOR
KOR,2009,9,0,0,KOR
KOR,2010,1,4,0,KOR
KOR,2011,5,0,0,KOR
KOR,2012,1,1,1,KOR
KOR,2013,3,0,0,KOR
KOR,2014,3,0,0,KOR
KOR,2015,5,5,2,KOR
KOR,2016,4,1,1,KOR
KOR,2017,1,0,0,KOR
KOR,2018,3,0,0,KOR
KWT,1967,0,1,0,KWT
KWT,1968,0,1,0,KWT
KWT,1969,0,1,0,KWT
KWT,1971,0,2,0,KWT
KWT,1977,0,2,0,KWT
KWT,1978,0,1,0,KWT
KWT,1984,0,1,0,KWT
KWT,1986,0,1,0,KWT
KWT,1992,0,2,0,KWT
KWT,1998,0,1,0,KWT
KWT,2000,0,3,0,KWT
KWT,2001,0,1,0,KWT
KWT,2002,0,2,0,KWT
KWT,2003,0,2,0,KWT
KWT,2004,0,1,0,KWT
KWT,2006,0,2,0,KWT
KWT,2007,1,4,0,KWT
KWT,2008,2,3,0,KWT
KWT,2009,3,2,0,KWT
KWT,2010,2,1,0,KWT
KWT,2011,1,1,0,KWT
KWT,2012,1,0,0,KWT
KWT,2014,2,1,0,KWT
KWT,2015,0,1,0,KWT
KWT,2016,2,0,0,KWT
KWT,2017,3,0,0,KWT
KWT,2018,2,2,1,KWT
LAO,1967,0,1,0,LAO
LAO,1974,0,1,0,LAO
LAO,1979,0,1,0,LAO
LAO,1985,0,1,0,LAO
LAO,1987,0,1,0,LAO
LAO,1989,0,1,0,LAO
LAO,1991,0,1,0,LAO
LAO,1992,1,0,0,LAO
LAO,1998,0,1,0,LAO
LAO,2000,0,1,0,LAO
LAO,2003,1,0,0,LAO
LAO,2004,1,0,0,LAO
LAO,2006,0,1,0,LAO
LAO,2007,5,0,0,LAO
LAO,2008,4,0,0,LAO
LAO,2009,7,0,0,LAO
LAO,2012,2,0,0,LAO
LAO,2013,0,1,0,LAO
LAO,2014,0,2,0,LAO
LAO,2015,4,1,1,LAO
LAO,2016,5,0,0,LAO
LAO,2018,3,1,0,LAO
LBN,1965,0,1,0,LBN
LBN,1967,0,1,0,LBN
LBN,1968,0,1,0,LBN
LBN,1976,0,1,0,LBN
LBN,1981,0,3,0,LBN
LBN,1983,0,1,0,LBN
LBN,1990,0,1,0,LBN
LBN,1996,0,1,0,LBN
LBN,1997,0,1,0,LBN
LBN,2000,0,1,0,LBN
LBN,2002,0,1,0,LBN
LBN,2005,0,1,0,LBN
LBN,2008,2,1,0,LBN
LBN,2010,0,1,0,LBN
LBN,2011,0,1,0,LBN
LBN,2014,0,1,0,LBN
LBN,2016,1,0,0,LBN
LBN,2017,0,1,0,LBN
LBR,1965,0,1,0,LBR
LBR,1967,0,1,0,LBR
LBR,1972,0,3,0,LBR
LBR,1973,0,3,0,LBR
LBR,1974,0,3,0,LBR
LBR,1976,0,1,0,LBR
LBR,1978,0,1,0,LBR
LBR,1979,0,1,0,LBR
LBR,1980,0,1,0,LBR
LBR,1981,0,1,0,LBR
LBR,1982,0,2,0,LBR
LBR,1983,0,1,0,LBR
LBR,1984,0,2,0,LBR
LBR,1986,0,1,0,LBR
LBR,1987,0,6,0,LBR
LBR,1989,3,0,0,LBR
LBR,1990,0,1,0,LBR
LBR,1992,1,0,0,LBR
LBR,1996,0,2,0,LBR
LBR,1999,0,2,0,LBR
LBR,2000,0,13,0,LBR
LBR,2001,0,3,0,LBR
LBR,2002,0,5,0,LBR
LBR,2003,0,2,0,LBR
LBR,2004,0,1,0,LBR
LBR,2006,0,4,0,LBR
LBR,2007,2,4,0,LBR
LBR,2008,1,3,0,LBR
LBR,2009,4,0,0,LBR
LBR,2011,0,5,0,LBR
LBR,2012,0,2,0,LBR
LBR,2013,0,1,0,LBR
LBR,2014,3,18,0,LBR
LBR,2015,0,6,0,LBR
LBR,2016,2,0,0,LBR
LBR,2017,1,2,0,LBR
LBR,2018,0,3,0,LBR
LBY,1965,0,1,0,LBY
LBY,1967,0,3,0,LBY
LBY,1977,0,1,0,LBY
LBY,1980,0,1,0,LBY
LBY,1982,0,1,0,LBY
LBY,1983,0,1,0,LBY
LBY,1988,0,1,0,LBY
LBY,1989,1,2,1,LBY
LBY,1990,0,2,0,LBY
LBY,1992,0,2,0,LBY
LBY,1998,0,2,0,LBY
LBY,1999,0,2,0,LBY
LBY,2000,0,2,0,LBY
LBY,2005,0,1,0,LBY
LBY,2006,0,1,0,LBY
LBY,2007,0,3,0,LBY
LBY,2008,4,0,0,LBY
LBY,2009,1,0,0,LBY
LBY,2011,0,1,0,LBY
LBY,2012,0,1,0,LBY
LBY,2015,1,0,0,LBY
LCA,1982,0,1,0,LCA
LCA,1984,0,3,0,LCA
LCA,1987,0,2,0,LCA
LCA,1990,0,2,0,LCA
LCA,1991,0,1,0,LCA
LCA,1994,0,1,0,LCA
LCA,1995,1,1,0,LCA
LCA,1997,0,1,0,LCA
LCA,1999,0,1,0,LCA
LCA,2000,0,5,0,LCA
LCA,2001,0,6,0,LCA
LCA,2002,0,2,0,LCA
LCA,2003,0,1,0,LCA
LCA,2004,0,1,0,LCA
LCA,2005,0,1,0,LCA
LCA,2006,6,5,0,LCA
LCA,2007,10,8,0,LCA
LCA,2008,7,11,2,LCA
LCA,2009,12,3,0,LCA
LCA,2010,13,6,5,LCA
LCA,2011,11,5,0,LCA
LCA,2012,9,1,0,LCA
LCA,2013,4,3,0,LCA
LCA,2014,1,1,0,LCA
LCA,2015,2,0,0,LCA
LCA,2016,3,2,0,LCA
LCA,2017,3,1,0,LCA
LCA,2018,1,5,1,LCA
LIE,2007,2,0,0,LIE
LIE,2008,2,0,0,LIE
LIE,2009,2,0,0,LIE
LIE,2010,1,0,0,LIE
LIE,2015,0,1,0,LIE
LIE,2017,3,0,0,LIE
LIE,2018,2,0,0,LIE
LKA,1965,0,1,0,LKA
LKA,1969,0,1,0,LKA
LKA,1976,0,2,0,LKA
LKA,1977,0,2,0,LKA
LKA,1979,0,1,0,LKA
LKA,1980,0,3,0,LKA
LKA,1989,0,1,0,LKA
LKA,1991,0,2,0,LKA
LKA,1992,1,0,0,LKA
LKA,1993,0,2,0,LKA
LKA,1994,0,1,0,LKA
LKA,1996,0,2,0,LKA
LKA,1997,0,3,0,LKA
LKA,1998,0,5,0,LKA
LKA,1999,0,2,0,LKA
LKA,2000,0,2,0,LKA
LKA,2001,0,1,0,LKA
LKA,2003,0,1,0,LKA
LKA,2004,0,1,0,LKA
LKA,2005,0,6,0,LKA
LKA,2006,0,1,0,LKA
LKA,2007,0,2,0,LKA
LKA,2008,4,0,0,LKA
LKA,2009,3,0,0,LKA
LKA,2010,2,0,0,LKA
LKA,2011,2,0,0,LKA
LKA,2012,3,2,0,LKA
LKA,2013,0,2,0,LKA
