,Year,intersection
0,2011,120.0
1,2012,98.0
2,2013,129.0
3,2014,118.0
4,2015,236.0
5,2016,270.0
6,2017,256.0
7,2018,212.0
8,2019,249.0
9,2020,325.0
10,2021,918.0
11,2022,1070.0
