Year,total_docs,hits,documents,prop_doct
2011,25,1,1,0.04
2012,36,2,2,0.06
2013,28,0,0,0.0
2014,32,5,3,0.09
2015,28,16,2,0.07
2016,22,2,2,0.09
2017,33,6,3,0.09
2018,24,4,3,0.12
2019,25,2,2,0.08
2020,21,2,1,0.05
2021,47,4,4,0.09
2022,66,3,2,0.03
