,Year,intersection,health,climate
0,2011,72.0,1615.0,2226.0
1,2012,101.0,2450.0,2848.0
2,2013,159.0,2255.0,2143.0
3,2014,160.0,2570.0,1976.0
4,2015,87.0,2002.0,1699.0
5,2016,94.0,1682.0,1310.0
6,2017,122.0,2467.0,1954.0
7,2018,55.0,1532.0,1091.0
8,2019,146.0,1499.0,1258.0
9,2020,111.0,1604.0,1364.0
10,2021,373.0,4372.0,3922.0
11,2022,425.0,5569.0,6757.0
