,Year,intersection
0,2011,12.0
1,2012,1.0
2,2013,6.0
3,2014,0.0
4,2016,1.0
5,2017,1.0
6,2018,0.0
7,2019,0.0
8,2020,0.0
9,2021,0.0
10,2022,5.0
