,Sector,intersection,climate,health
0,Aerospace & Defense,0.0,0.0,3.0
1,Construction & Materials,0.0,3.0,40.0
2,Electricity,0.0,0.0,0.0
3,Industrial Engineering,0.0,2.0,1.0
4,Mining,0.0,0.0,1.0
5,Not Applicable,0.0,0.0,0.0
6,Oil & Gas Producers,0.0,1.0,80.0
7,"Oil Equipment, Services & D...",0.0,0.0,3.0
8,Software & Computer Services,0.0,1.0,0.0
9,Support Services,0.0,1.0,17.0
10,Technology Hardware & Equip...,0.0,0.0,8.0
