,Sector,Climate,Health,Intersection,Year
0,Aerospace & Defense,0.0,1.0,0.0,2021
1,Construction & Materials,0.12,0.69,0.0,2021
2,Electricity,0.0,0.0,0.0,2021
3,Industrial Engineering,1.0,1.0,0.0,2021
4,Mining,0.0,0.5,0.0,2021
5,Not Applicable,0.0,0.0,0.0,2021
6,Oil & Gas Producers,0.25,1.0,0.0,2021
7,"Oil Equipment, Services & D...",0.0,1.0,0.0,2021
8,Software & Computer Services,0.33,0.0,0.0,2021
9,Support Services,0.17,0.17,0.0,2021
10,Technology Hardware & Equip...,0.0,0.6,0.0,2021
