,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2011,0.0,3.0,43.0,46.0
1,Medium,2012,3.0,36.0,60.0,99.0
2,Medium,2013,0.0,1.0,24.0,25.0
3,Medium,2014,0.0,0.0,10.0,10.0
4,Medium,2015,0.0,2.0,23.0,25.0
5,Medium,2016,0.0,2.0,22.0,24.0
6,Medium,2017,0.0,1.0,15.0,16.0
7,Medium,2018,0.0,1.0,16.0,17.0
8,Medium,2019,0.0,2.0,23.0,25.0
9,Medium,2020,0.0,1.0,16.0,17.0
10,Medium,2021,0.0,1.0,19.0,20.0
11,Medium,2022,0.0,0.0,0.0,0.0
