,Year,Intersection (Prop)
0,2011,0.07
1,2012,0.0
2,2013,0.08
3,2014,0.08
4,2015,0.2
5,2016,0.08
6,2017,0.22
7,2018,0.22
8,2019,0.35
9,2020,0.56
10,2021,0.52
11,2022,0.64
