Year,total_docs,hits,documents,prop_doct
2011,1,0,0,0.0
2013,2,0,0,0.0
2014,2,0,0,0.0
2015,5,0,0,0.0
2016,2,0,0,0.0
2017,7,0,0,0.0
2018,7,0,0,0.0
2019,11,1,1,0.09
2020,14,8,3,0.21
2021,28,6,4,0.14
2022,34,1,1,0.03
