,Sector,intersection,health,climate
0,Banks,1.0,37.0,10.0
1,Chemicals,0.0,0.0,0.0
2,Diversified,6.0,84.5,13.25
3,Financial Services,1.0,7.0,1.67
4,Mobile Telecommunications,4.0,71.0,15.0
5,Real Estate Investment & Se...,1.0,6.0,5.0
6,Software & Computer Services,0.0,7.0,0.0
7,Travel & Leisure,1.5,41.5,13.5
