,Year,Intersection (Prop)
0,2011,0.0
1,2012,1.0
2,2015,0.0
3,2016,0.0
4,2017,0.0
5,2018,0.0
6,2019,0.67
7,2020,0.0
8,2021,0.2
9,2022,0.33
