,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2014,0.0,0.0,67.0,67.0,Health Care Equipment & Ser...
1,Europe,2015,0.0,4.0,119.0,123.0,Health Care Equipment & Ser...
2,Europe,2016,0.0,0.0,43.0,43.0,Health Care Equipment & Ser...
3,Europe,2017,0.0,1.0,6.0,7.0,Health Care Equipment & Ser...
4,Europe,2018,0.0,0.0,68.0,68.0,Health Care Equipment & Ser...
5,Europe,2019,0.0,0.0,56.0,56.0,Health Care Equipment & Ser...
6,Europe,2020,1.0,20.0,22.0,43.0,Health Care Equipment & Ser...
7,Europe,2021,1.0,20.0,9.0,30.0,Health Care Equipment & Ser...
8,Europe,2022,0.0,3.0,21.0,24.0,Health Care Equipment & Ser...
