Year,total_docs,hits,documents,prop_doct
2011,4,0,0,0.0
2012,1,0,0,0.0
2013,3,0,0,0.0
2016,2,0,0,0.0
2017,1,0,0,0.0
2018,1,0,0,0.0
2019,1,0,0,0.0
2020,3,1,1,0.33
2021,8,0,0,0.0
