,Year,intersection
0,2011,14.0
1,2012,9.0
2,2013,0.0
3,2014,45.0
4,2015,13.0
5,2016,3.0
6,2017,2.0
7,2018,2.0
8,2019,9.0
9,2020,6.0
10,2021,46.0
11,2022,40.0
