,Year,WHO,Climate,Health,Intersection
0,2011,Africa,1.0,1.0,0.0
1,2012,Africa,1.0,1.0,1.0
2,2013,Africa,0.0,1.0,0.0
3,2014,Africa,0.33,1.0,0.33
4,2015,Africa,0.25,1.0,0.25
5,2016,Africa,0.33,1.0,0.33
6,2017,Africa,0.0,1.0,0.0
7,2018,Africa,0.0,1.0,0.0
8,2019,Africa,0.0,1.0,0.0
9,2020,Africa,0.0,1.0,0.0
10,2021,Africa,0.5,1.0,0.5
11,2022,Africa,0.67,1.0,0.33
