,WHO,Year,intersection,climate,health,sum
0,Africa,2013,0.0,0.0,0.0,0.0
1,Africa,2014,0.0,0.0,3.0,3.0
2,Africa,2015,0.0,0.0,4.0,4.0
3,Africa,2016,0.0,0.0,3.0,3.0
4,Africa,2017,0.0,1.0,10.0,11.0
5,Africa,2018,0.0,0.0,6.0,6.0
6,Africa,2019,0.0,0.0,5.0,5.0
7,Africa,2021,0.0,1.0,9.0,10.0
8,Africa,2022,2.0,12.0,22.0,36.0
