,Year,LC_grouping,Climate,Health,Intersection
0,2011,Africa,1.0,1.0,0.29
1,2012,Africa,0.8,0.8,0.2
2,2013,Africa,0.85,0.95,0.45
3,2014,Africa,0.8,0.92,0.36
4,2015,Africa,0.76,0.92,0.32
5,2016,Africa,0.86,1.0,0.43
6,2017,Africa,0.77,0.86,0.41
7,2018,Africa,0.83,0.94,0.33
8,2019,Africa,0.77,0.91,0.36
9,2020,Africa,0.79,0.86,0.43
10,2021,Africa,0.68,0.88,0.48
11,2022,Africa,0.75,0.9,0.4
