,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2015,0.0,0.0,105.0,105.0
1,Medium,2016,1.0,13.0,304.0,318.0
2,Medium,2021,0.0,0.0,0.0,0.0
3,Medium,2022,0.0,0.0,13.0,13.0
