Year,total_docs,hits,documents,prop_doct
2011,15,0,0,0.0
2012,17,0,0,0.0
2013,15,0,0,0.0
2014,11,0,0,0.0
2015,10,0,0,0.0
2016,17,0,0,0.0
2017,14,0,0,0.0
2018,19,0,0,0.0
2019,20,6,3,0.15
2020,28,3,3,0.11
2021,71,9,7,0.1
2022,79,25,9,0.11
