,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2012,0.0,1.0,7.0,8.0
1,Medium,2018,1.0,11.0,19.0,31.0
2,Medium,2020,2.0,9.0,22.0,33.0
3,Medium,2021,0.0,0.0,1.0,1.0
4,Medium,2022,0.0,4.0,53.0,57.0
