,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.0
2,2013,0.0
3,2014,0.0
4,2016,0.0
5,2017,0.0
6,2018,1.0
7,2019,0.5
8,2020,1.0
9,2021,0.0
10,2022,0.0
