,Year,intersection
0,2011,25.0
1,2012,10.0
2,2013,30.0
3,2014,10.0
4,2015,20.0
5,2016,29.0
6,2017,52.0
7,2018,90.0
8,2019,93.0
9,2020,164.0
10,2021,220.0
11,2022,232.0
