Year,total_docs,hits,documents,prop_doct
2011,6,0,0,0.0
2012,3,1,1,0.33
2013,8,0,0,0.0
2014,5,0,0,0.0
2015,6,0,0,0.0
2016,11,1,1,0.09
2017,13,0,0,0.0
2018,17,0,0,0.0
2019,22,3,2,0.09
2020,29,5,5,0.17
2021,44,7,5,0.11
2022,39,9,5,0.13
