Year,total_docs,hits,documents,prop_doct
2011,10,0,0,0.0
2012,9,0,0,0.0
2013,8,0,0,0.0
2014,7,0,0,0.0
2015,7,0,0,0.0
2016,5,0,0,0.0
2017,9,3,2,0.22
2018,7,1,1,0.14
2019,7,1,1,0.14
2020,8,0,0,0.0
2021,24,1,1,0.04
2022,45,3,3,0.07
