,Year,LC_grouping,Climate,Health,Intersection
0,2017,Africa,0.0,1.0,0.0
1,2018,Africa,1.0,1.0,0.0
2,2019,Africa,0.0,1.0,0.0
3,2020,Africa,0.0,0.0,0.0
4,2022,Africa,0.5,1.0,0.0
