,WHO,Year,intersection,climate,health,sum
0,Americas,2011,0.0,9.0,147.0,156.0
1,Americas,2012,0.0,18.0,122.0,140.0
2,Americas,2013,0.0,13.0,163.0,176.0
3,Americas,2014,1.0,16.0,197.0,214.0
4,Americas,2015,0.0,9.0,228.0,237.0
5,Americas,2016,2.0,7.0,225.0,234.0
6,Americas,2017,0.0,14.0,115.0,129.0
7,Americas,2018,4.0,11.0,200.0,215.0
8,Americas,2019,1.0,7.0,52.0,60.0
9,Americas,2020,0.0,3.0,10.0,13.0
10,Americas,2021,6.0,33.0,284.0,323.0
11,Americas,2022,4.0,34.0,256.0,294.0
