,Sector,intersection,health,climate
0,Banks,0.0,79.0,7.0
1,Beverages,0.0,2.0,1.0
2,Diversified,0.0,2.5,2.0
3,Financial Services,6.0,58.0,28.0
4,Media,0.0,12.0,0.0
5,Mining,0.0,18.0,9.0
6,Mobile Telecommunications,0.0,20.0,2.0
7,Pharmaceuticals & Biotechno...,2.0,343.0,10.0
8,Support Services,0.0,18.0,3.0
