,Sector,intersection,health,climate
0,Banks,2.67,99.0,24.0
1,Beverages,0.0,4.0,1.0
2,Financial Services,5.0,80.0,22.0
3,Mobile Telecommunications,0.0,23.5,0.5
4,Support Services,0.0,5.0,4.0
