,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2014,3.0,2.0,34.0,39.0,Health Care Equipment & Ser...
1,Europe,2015,0.0,1.0,54.0,55.0,Health Care Equipment & Ser...
2,Europe,2016,0.0,1.0,86.0,87.0,Health Care Equipment & Ser...
3,Europe,2017,0.0,1.0,97.0,98.0,Health Care Equipment & Ser...
4,Europe,2018,16.0,7.0,287.0,310.0,Health Care Equipment & Ser...
5,Europe,2019,6.0,5.0,79.0,90.0,Health Care Equipment & Ser...
6,Europe,2020,8.0,4.0,219.0,231.0,Health Care Equipment & Ser...
7,Europe,2021,0.0,1.0,1.0,2.0,Health Care Equipment & Ser...
8,Europe,2022,24.0,50.0,236.0,310.0,Health Care Equipment & Ser...
