,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2018,0.0,1.0,5.0,6.0
1,Medium,2019,0.0,0.0,5.0,5.0
2,Medium,2020,0.0,0.0,5.0,5.0
3,Medium,2021,0.0,0.0,3.0,3.0
