,Sector,intersection,health,climate
0,Construction & Materials,1.0,38.0,2.75
1,Diversified,0.0,28.25,1.0
2,Electricity,6.75,120.0,24.0
3,Food Producers,2.5,59.25,5.25
4,General Retailers,3.0,72.0,21.0
5,Industrial Metals & Mining,2.0,130.0,5.0
6,Industrial Transportation,0.0,0.0,0.0
7,Life Insurance,0.0,2.0,1.0
8,Mobile Telecommunications,1.0,35.0,5.0
9,"Oil Equipment, Services & D...",0.0,69.0,8.0
10,Personal Goods,0.0,4.0,1.0
11,Support Services,0.12,34.5,0.62
