Year,total_docs,hits,documents,prop_doct
2011,7,0,0,0.0
2012,8,0,0,0.0
2013,7,0,0,0.0
2014,12,0,0,0.0
2015,12,0,0,0.0
2016,14,0,0,0.0
2017,13,0,0,0.0
2018,16,0,0,0.0
2019,18,2,1,0.06
2020,22,4,4,0.18
2021,38,7,5,0.13
2022,45,8,3,0.07
