Year,total_docs,hits,documents,prop_doct
2012,2,0,0,0.0
2014,3,0,0,0.0
2015,2,0,0,0.0
2016,1,0,0,0.0
2017,1,1,1,1.0
2018,1,0,0,0.0
2019,1,0,0,0.0
2020,3,0,0,0.0
2021,2,0,0,0.0
2022,2,0,0,0.0
