Year,total_docs,hits,documents,prop_doct
2012,1,0,0,0.0
2013,1,0,0,0.0
2014,2,0,0,0.0
2015,3,0,0,0.0
2016,1,0,0,0.0
2017,2,0,0,0.0
2018,3,0,0,0.0
2019,2,0,0,0.0
2020,3,0,0,0.0
2021,13,1,1,0.08
2022,8,0,0,0.0
