,Year,intersection
0,2011,6.0
1,2012,31.0
2,2013,19.0
3,2014,35.0
4,2015,21.0
5,2016,37.0
6,2017,26.0
7,2018,25.0
8,2019,40.0
9,2020,55.0
10,2021,193.0
11,2022,221.0
