,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2021,3.0,18.0,50.0,71.0,Health Care Equipment & Ser...
1,Europe,2022,0.0,3.0,75.0,78.0,Health Care Equipment & Ser...
