,Year,WHO,Climate,Health,Intersection
0,2011,South-East Asia,0.0,1.0,0.0
1,2012,South-East Asia,0.0,1.0,0.0
2,2013,South-East Asia,0.0,1.0,0.0
3,2014,South-East Asia,0.0,1.0,0.0
4,2015,South-East Asia,0.0,1.0,0.0
5,2016,South-East Asia,0.0,1.0,0.0
6,2017,South-East Asia,0.0,1.0,0.0
7,2018,South-East Asia,0.0,1.0,0.0
8,2019,South-East Asia,0.0,1.0,0.0
9,2020,South-East Asia,0.0,1.0,0.0
10,2021,South-East Asia,0.36,0.82,0.0
11,2022,South-East Asia,0.17,0.75,0.0
