,Year,intersection
0,2011,1.0
1,2012,2.0
2,2013,2.0
3,2014,1.0
4,2015,0.0
5,2016,0.0
6,2017,4.0
7,2018,0.0
8,2019,2.0
9,2020,5.0
10,2021,8.0
11,2022,1.0
