,Year,intersection,health,climate
0,2011,65.0,3578.0,1823.0
1,2012,41.0,3766.0,1879.0
2,2013,90.0,5281.0,2123.0
3,2014,84.0,5485.0,2314.0
4,2015,80.0,5045.0,2054.0
5,2016,139.0,5492.0,2435.0
6,2017,166.0,6734.0,2858.0
7,2018,156.0,8396.0,3304.0
8,2019,228.0,9458.0,4746.0
9,2020,538.0,13530.0,7308.0
10,2021,1018.0,20832.0,13166.0
11,2022,1269.0,24988.0,17355.0
