,Year,intersection,health,climate
0,2011,7.0,272.0,71.0
1,2012,8.0,389.0,167.0
2,2013,23.0,326.0,160.0
3,2014,10.0,400.0,373.0
4,2015,16.0,500.0,184.0
5,2016,21.0,535.0,508.0
6,2017,49.0,277.0,120.0
7,2018,4.0,191.0,59.0
8,2019,53.0,406.0,153.0
9,2020,12.0,189.0,157.0
10,2021,23.0,809.0,238.0
11,2022,85.0,2057.0,1160.0
