,Sector,intersection,health,climate
0,Banks,0.0,26.0,4.0
1,Construction & Materials,0.0,0.0,0.0
2,Financial Services,1.0,12.0,4.0
3,General Industrials,3.0,26.0,5.0
4,Media,1.0,9.0,9.0
5,Personal Goods,4.0,55.0,5.0
6,Software & Computer Services,0.0,0.0,0.0
7,Technology Hardware & Equip...,0.0,0.0,0.0
