,Sector,intersection,health,climate
0,Banks,1.0,23.0,6.0
1,Construction & Materials,3.0,14.0,7.0
2,Financial Services,4.0,38.0,8.0
3,General Industrials,2.0,84.5,26.0
4,Media,3.0,12.0,10.0
5,Personal Goods,0.0,1.0,1.0
6,Software & Computer Services,0.0,1.0,0.0
7,Technology Hardware & Equip...,0.0,1.0,0.5
