,HDI Level (2021),Year,intersection,climate,health,sum
0,Very High,2019,0.0,6.0,25.0,31.0
1,Very High,2020,0.0,14.0,34.0,48.0
2,Very High,2021,0.0,3.0,3.0,6.0
3,Very High,2022,3.0,32.0,94.0,129.0
